,workorderid,wonum,location,description,comune,localita,via,civico,comune_loc,materiale,diametro,l_intervento,status,reportdate,anno,x,y,serv_cost,geometry
1112,2679643,21ODL364691,25A01A05,Perdita acqua dalla rete,LICCIANA NARDI,MONTI - LICCIANA NARDI,VIA CA' MORNELLO 0,,LICCIANA NARDI,FERRO,110.0,1.0,CLOSE,iso,2021,587709.4497,4906738.22,1550.5,POINT (587709.4497 4906738.22)
1116,2718320,21ODL402416,25A01A06,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,CORSO AERONAUTICA 7,,LICCIANA NARDI,FERRO,114.0,1.0,CLOSE,iso,2021,582704.213,4901870.3542,338.0,POINT (582704.213 4901870.3542)
1118,2730085,21ODL414059,25A01A12,perdita rete,LICCIANA NARDI,MONTI,s.martino,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2021,581516.7056,4900641.9014,289.98,POINT (581516.7056 4900641.9014)
1121,2813604,22ODL118350,25A01A12,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,CORSO AERONAUTICA 7,,LICCIANA NARDI,FERRO,110.0,0.0,CLOSE,iso,2022,582706.4996,4901879.96,338.0,POINT (582706.4996 4901879.96)
1122,2845110,22ODL149422,25A01A12,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,VIA CA' MORNELLO 26/A,,LICCIANA NARDI,FERRO,110.0,0.0,CLOSE,iso,2022,580674.78,4900387.47,289.98,POINT (580674.78 4900387.47)
1123,2865511,22ODL169216,25A01A12,perdita rete,LICCIANA NARDI,MONTI,cà mornello,,LICCIANA NARDI,FERRO,110.0,0.0,COMP,iso,2022,580674.78,4900387.47,0.0,POINT (580674.78 4900387.47)
1125,2871201,22ODL174769,04A04A37,PERDITA ACQUA DALLA RETE,BAGNONE,IERA,IERA,,BAGNONE,FERRO,200.0,0.0,COMP,iso,2022,579309.0576,4907300.2676,0.0,POINT (579309.0576 4907300.2676)
1126,2871351,22ODL174917,19A21A02,Perdita acqua dalla rete- IN SANATORIA ESEGUITA 06.03.2022,FIVIZZANO,PIANDIMOLINO,Via Provinciale 2,,FIVIZZANO,PEAD,90.0,0.0,INPRG,iso,2022,589040.3805,4892449.339,0.0,POINT (589040.3805 4892449.339)
1133,438183,15ODL109361,27A09R02,"PERDITA RETE VIA RICORTOLA, 171",MASSA,MASSA,VIA RICORTOLA,171,MASSA,ACCIAIO,150.0,0.0,CLOSE,iso,2015,587312.8055,4874642.5103,624.5,POINT (587312.8055 4874642.5103)
1134,441654,15ODL112924,27A09R02,"PERDITA ALLACCIO VIA RICORTOLA, 191",MASSA,MASSA,VIA RICORTOLA,191,MASSA,FERRO,150.0,0.0,CLOSE,iso,2015,587344.2032,4874709.0957,250.69,POINT (587344.2032 4874709.0957)
1137,449262,15ODL120667,27A09R01,"PERDITA RETE VIA RICORTOLA, 201",MASSA,RICORTOLA,VIA RICORTOLA,201,MASSA,ACCIAIO,150.0,0.0,CLOSE,iso,2015,587310.6624,4874638.8784,334.67,POINT (587310.6624 4874638.8784)
1140,454212,15ODL125782,03A01A03,Perdita acqua dalla rete,bagni di lucca,PONTE DI PALLEGGIO,ponte di palleggio,0,BAGNI DI LUCCA,FERRO,160.0,0.0,CLOSE,iso,2015,632072.3942,4877263.4609,415.48,POINT (632072.3942 4877263.4609)
1143,454243,15ODL125817,27A09R02,PERDITA RETE VIA TRENTO 9,MASSA,MASSA,VIA TRENTO,9,MASSA,FERRO,100.0,0.0,CLOSE,iso,2015,587757.5403,4874526.5045,282.21,POINT (587757.5403 4874526.5045)
1157,471705,15ODL143611,12A02A10,da sezionare tubazione per ricerca perdita,pieve fosciana,MOLINO DEL SILLICO,il sacco,0,CASTELNUOVO GARFAGNANA,FERRO,90.0,6.0,CLOSE,iso,2015,615541.4373,4888731.1269,874.58,POINT (615541.4373 4888731.1269)
1160,478038,15ODL149576,10A01R02,PERDITA VIA APUANA 1 CARRARA,CARRARA,CARRARA,APUANA,1,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2015,587859.2619,4881245.4511,809.05,POINT (587859.2619 4881245.4511)
1186,512688,15ODL184228,27A09R02,"PERDITA RETE VIA BOZZONE, SOTTO PONTE AUTOSTRADA",MASSA,RICORTOLA,VIA BOZZONE,2,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2015,587476.0934,4875603.5818,564.42,POINT (587476.0934 4875603.5818)
1189,522107,15ODL194044,14A01A14,perdita rete idrica su adduttrice pisanecchia in loc camporaghena,comano,CAMPORAGHENA,camporaghena,,COMANO,PEAD,90.0,0.0,CLOSE,iso,2015,593134.3167,4906094.5497,407.79,POINT (593134.3167 4906094.5497)
1192,531557,15ODL204163,07A01A02,perdita stradale,camaiore,PEDONA,mulattiera 0,0,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,603861.903,4864627.0976,416.18,POINT (603861.903 4864627.0976)
1195,554420,15ODL228035,27A06A16,PERDITA RETE TUBAZIONE DISTRIBUZIONE BRUGIANA,MASSA,BRUGIANA,LOC. BRUGIANA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2015,591956.5752,4878570.3039,248.76,POINT (591956.5752 4878570.3039)
1202,574915,15ODL248834,19A05A20,Perdita acqua dalla rete,FIVIZZANO,FIVIZZANO,LOC VERZANO 0,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2015,591153.5551,4899095.1273,481.85,POINT (591153.5551 4899095.1273)
1208,596807,15ODL271687,07A01A02,PERDITA,camaiore,LA RAPINATA,mulattiera 0,00,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,604017.7533,4865066.9912,360.36,POINT (604017.7533 4865066.9912)
1234,680608,16ODL173240,07A01A02,PERDITA STRADALE,camaiore,CAMAIORE,boschi vicino pompe per Pedona,00,CAMAIORE,PEAD,140.0,0.0,CLOSE,iso,2016,604315.43,4865742.7399,4976.3,POINT (604315.43 4865742.7399)
1238,711058,16ODL205107,07A99A01,PERDITA STRADALE,Camaiore,CAPEZZANO PIANORE,Provinciale (dietro officina fabbro Barsi),00,CAMAIORE,FIBROCEMENTO,400.0,0.0,CLOSE,iso,2016,602282.6052,4864838.8002,773.37,POINT (602282.6052 4864838.8002)
1239,711900,16ODL206172,07A99A01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,Provinciale difronte ponte per via delle Capanne,,CAMAIORE,FIBROCEMENTO,400.0,0.0,CLOSE,iso,2016,602473.3861,4865037.4833,773.37,POINT (602473.3861 4865037.4833)
1248,755533,16ODL252548,27A06A06,"PERDITA RETE ADDUZIONE BARGANA - BRUGIANA VIA BRUGIANA, 200 DOPO ROMPITRATTA",MASSA,BRUGIANA,"VIA BRIUGIANA, 200 ML DOPO NS ROMPITRATTA",,MASSA,PEAD,110.0,0.0,CLOSE,iso,2016,592141.9487,4878677.0561,248.76,POINT (592141.9487 4878677.0561)
1249,763307,16ODL260667,19A05A05,Perdita acqua dalla rete,FIVIZZANO,COLLEGNAGO-FIVIZZANO,0,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2016,590478.6507,4899350.1941,481.85,POINT (590478.6507 4899350.1941)
1251,771551,16ODL269470,14A01A18,perdita rete idrica in loc castello,comano,CASTELLO,castello,snc,COMANO,PEAD,90.0,0.0,CLOSE,iso,2016,591309.4139,4905665.055,739.74,POINT (591309.4139 4905665.055)
1263,799892,16ODL299404,31A06A01,PERDITA STRADALE VIA ROMA PRESSO BOOSTER BACCANELLA,MONTIGNOSO,BACCANELLA,ROMA,,MONTIGNOSO,PVC,90.0,2.0,CLOSE,iso,2016,593116.4302,4873875.9168,398.28,POINT (593116.4302 4873875.9168)
1265,800813,16ODL300510,27A09A10,"PERDITA RETE VIA FERRARETTO, 50 ML DA INGRESSO POLLE",MASSA,MASSA,"VIA FERRARETTO, 50 ML DA INGRESSO POLLE",,MASSA,ACCIAIO,150.0,0.0,CLOSE,iso,2016,590360.1157,4873824.3866,664.56,POINT (590360.1157 4873824.3866)
1268,815666,16ODL315622,07A01A02,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA CARIGNONI 0,,CAMAIORE,PEAD,140.0,2.0,CLOSE,iso,2016,604199.9404,4865424.5379,2291.94,POINT (604199.9404 4865424.5379)
1290,883235,16ODL385683,27A06A06,PERDITA ADDUTTRICE BARGANA - BRUGIANA,MASSA,BERGIOLA - BARGANA,TUBAZIONE ADDUTTRICE BARGANA - BRUGIANA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2016,591944.0232,4878564.9155,298.46,POINT (591944.0232 4878564.9155)
1302,918195,16ODL420748,27A06A06,PERDITA TUBAZIONE ADDUTTRICE BARGANA - BRUGIANA,MASSA,BRUGIANA,ADDUTTRICE BARGANA - BRUGIANA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2016,592032.7271,4878365.9537,328.53,POINT (592032.7271 4878365.9537)
1305,955384,17ODL122938,19A05A20,PERDITA STRADALE,fivizzano,SELVA DI COLLEGNAGO,comunale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,592741.1003,4899300.3766,1156.44,POINT (592741.1003 4899300.3766)
1306,961472,17ODL129243,19A05A20,PERDITA STRADALE,fivizzano,SELVA DI COLLEGNAGO,comunale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,592844.113,4899248.0528,562.89,POINT (592844.113 4899248.0528)
1307,981347,17ODL149575,14A01A16,assistenza scavo per riparazione perdita in loc comano ( nel terreno),comano,COMANO,comano,snc,COMANO,ACCIAIO,140.0,0.0,CLOSE,iso,2017,590652.7328,4905842.3595,509.5,POINT (590652.7328 4905842.3595)
1312,1016924,17ODL185801,27A06A06,PERDITA ADDUTTRICE BARGANA - BRUGIANA (LAZZAROTTI),MASSA,BRUGIANA,VIOTTOLO BRUGIANA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2017,591971.7903,4878583.6831,317.6,POINT (591971.7903 4878583.6831)
1317,1030147,17ODL199837,19A05A20,PERDITA STRADALE,fivizzano,SELVA DI COLLEGNAGO,forestale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,592695.9562,4899310.3202,578.22,POINT (592695.9562 4899310.3202)
1319,1038433,17ODL208200,19A05A22,PERDITA STRADALE,fivizzano,SELVA DI COLLEGNAGO,forestale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,592689.4827,4899326.2219,281.6,POINT (592689.4827 4899326.2219)
1369,1071441,17ODL242146,19A05A20,PERDITA STRADALE,fivizzano,SELVA DI COLLEGNAGO,forestale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,592855.0113,4899256.169,1156.44,POINT (592855.0113 4899256.169)
1378,1100627,17ODL271814,35A98A02,Perdita acqua dalla rete VIA MAGNANO 2,PIETRASANTA,PIETRASANTA,VIA MAGNANO 2,,PIETRASANTA,FERRO,200.0,0.0,CLOSE,iso,2017,599337.1507,4866543.1288,371.2,POINT (599337.1507 4866543.1288)
1383,1111286,17ODL282956,35A05A01,PERDITA  RINVENUTA IN SEGUITO A RICERCA PERDITE STRETTOIA,PIETRASANTA,STRETTOIA,DEL LAGO CAMPO POZZI,,PIETRASANTA,ACCIAIO,125.0,0.0,CLOSE,iso,2017,594564.7578,4870745.5202,430.45,POINT (594564.7578 4870745.5202)
1387,1138340,17ODL310780,35A98A02,Perdita acqua dalla rete v. Magnano,PIETRASANTA,PIETRASANTA,VIA MAGNANO 2,,PIETRASANTA,ACCIAIO,168.0,0.0,CLOSE,iso,2017,599335.6008,4866577.0685,406.27,POINT (599335.6008 4866577.0685)
1389,1146742,17ODL318971,27A12A01,RIPARAZIONE TUBAZIONE ADDUTTRICE CARTARO ANTONA,MASSA,ANTONA,VIA ARNI,,MASSA,PEAD,100.0,0.0,CLOSE,iso,2017,596444.3639,4878803.7861,223.06,POINT (596444.3639 4878803.7861)
1395,1165125,17ODL338071,07A04A05,Perdita acqua dalla rete VIA PADULETTO,CAMAIORE,LIDO DI CAMAIORE,VIA PADULETTO 68,68,CAMAIORE,FIBROCEMENTO,500.0,0.0,CLOSE,iso,2017,599748.5623,4862736.8481,1207.38,POINT (599748.5623 4862736.8481)
1397,1167026,17ODL340108,12A01A29,da aprire scavi per riparare tubazione,castelnuovo,BUGGINA,le bore,0,CASTELNUOVO GARFAGNANA,FERRO,90.0,0.0,CLOSE,iso,2017,610488.5634,4884728.8198,511.2,POINT (610488.5634 4884728.8198)
1398,1170161,17ODL343221,31A06A01,Perdita acqua dalla rete VIA ROMA 32,MONTIGNOSO,MONTIGNOSO,ROMA,32,MONTIGNOSO,PEAD,110.0,1.0,CLOSE,iso,2017,593545.9888,4874211.3206,355.02,POINT (593545.9888 4874211.3206)
1399,1172487,17ODL345529,19A05A20,Ridotta fornitura idrica,FIVIZZANO,VERRUCOLA,VIA MONTELLO - VERRUCOLA 12,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,590800.1822,4898645.4493,1234.61,POINT (590800.1822 4898645.4493)
1403,1172872,17ODL345976,19A05A15,PERDITA STRADALE,fivizzano,CAVA TURLAGO,forestale,0,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2017,590845.8259,4898461.9063,794.76,POINT (590845.8259 4898461.9063)
1405,1173311,17ODL346427,07A99A01,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA PROVINCIALE V. NUOVA ROTONDA 0,0,CAMAIORE,FIBROCEMENTO,400.0,0.0,CLOSE,iso,2017,603177.8985,4865577.4416,1319.37,POINT (603177.8985 4865577.4416)
1414,1222509,17ODL397457,07A99A01,due riparazioni tubo dn 400,CAMAIORE,PONTE ALLA GORA (EX  INCABA),VIA PROVINCIALE,0,CAMAIORE,FIBROCEMENTO,400.0,0.0,CLOSE,iso,2017,602687.8069,4865194.9089,1480.12,POINT (602687.8069 4865194.9089)
1513,1455804,18ODL268519,07A01A02,"Perdita acqua , premente carignoni - pedona",CAMAIORE,CAMAIORE,VIA CARIGNONI 52,,CAMAIORE,PEAD,140.0,0.0,CLOSE,iso,2018,604401.352,4865696.2429,339.47,POINT (604401.352 4865696.2429)
1522,1508061,18ODL321683,07A04A04,PERDITA STRADALE segnata da nostro personale,camaiore,CAPEZZANO PIANORE,provinciale ang polesine,,CAMAIORE,FIBROCEMENTO,445.0,5.0,CLOSE,iso,2018,601986.3835,4864293.6977,4278.68,POINT (601986.3835 4864293.6977)
1528,1519029,18ODL333184,20A01A04,Perdita acqua dalla rete VIA FRANCESCO CARRARA NEI PRESSI DI VIA DONATI,FORTE DEI MARMI,FORTE DEI MARMI,VIA FRANCESCO CARRARA presso via donati,,FORTE DEI MARMI,FIBROCEMENTO,300.0,6.0,CLOSE,iso,2018,593598.7847,4869426.0821,4899.89,POINT (593598.7847 4869426.0821)
1536,1546880,18ODL361933,19A05A16,Perdita stradale,Fivizzano,RESTI',Resti',,FIVIZZANO,FERRO,125.0,0.0,CLOSE,iso,2018,595760.8274,4900170.8804,261.98,POINT (595760.8274 4900170.8804)
1541,1551842,18ODL367218,31A06A04,PERDITA TUBAZIONE SOLLEVAMENTO ERBONI           Carlini,MONTIGNOSO,PIAZZETTA,VIA BERTOCCHI,///,MONTIGNOSO,PEAD,90.0,0.0,CLOSE,iso,2018,593887.7162,4875242.7108,257.73,POINT (593887.7162 4875242.7108)
1542,1558889,18ODL374433,28A01A21,RIPARAZIONE TUBO PEDEMONTANA (LOC PODERI BEATRICE) PDQ,MASSAROSA,PIANO DEL QUERCIONE,LOC PODERI BEATRICE,,MASSAROSA,FERRO,250.0,0.0,CLOSE,iso,2018,605884.3271,4859284.5769,400.18,POINT (605884.3271 4859284.5769)
1543,1571199,18ODL387175,42A05A39,Perdita acqua dalla rete segnalata da nostro personale,SERAVEZZA,GIUSTAGNANA,VIA SALDE snc,,SERAVEZZA,PEAD,110.0,2.0,CLOSE,iso,2018,598742.2565,4873173.4873,985.08,POINT (598742.2565 4873173.4873)
1571,1710326,19ODL152272,27A09A02,Perdita  adduttrice cartaro ischignano VIA BASSA TAMBURA C/O PONTE    del bergiolo,MASSA,CANEVARA,VIA BASSA TAMBURA  C/O PONTE,,MASSA,FERRO,400.0,0.0,CLOSE,iso,2019,593718.5422,4879725.1729,5518.36,POINT (593718.5422 4879725.1729)
1601,1885224,19ODL333563,10A02R02,Perdita acqua dalla rete LDT VIGNALETTO 1     D' Ambrosio,CARRARA,CARRARA,LDT VIGNALETTO 1,1,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2019,585529.0148,4879192.9876,269.54,POINT (585529.0148 4879192.9876)
1608,1747125,19ODL190274,07A01A05,PERDITA STRADALE VIA DI CONTRA (PREMENTE SUL TORNANTE),CAMAIORE,CAMAIORE,CONTRA,0,CAMAIORE,FERRO,150.0,0.0,CLOSE,iso,2019,603114.1123,4866129.8372,400.18,POINT (603114.1123 4866129.8372)
1615,1826089,19ODL271941,19A05A22,perdita dalla rete,FIVIZZANO,COLLEGNAGO,SOPRA IL CANALE DI BEDIZZANO,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,592623.19,4899343.4858,261.98,POINT (592623.19 4899343.4858)
1617,1832184,19ODL278317,19A05A22,perdita dalla rete,fivizzano,VERZANO-COLLEGNAGO,comunale,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,591426.2599,4899027.3901,203.07,POINT (591426.2599 4899027.3901)
1618,1832475,19ODL278733,19A05A34,PERDITA STRADALE,FIVIZZANO,BEDIZZANO,COMUNALE,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,591064.6861,4899120.7535,679.4,POINT (591064.6861 4899120.7535)
1621,1837532,19ODL283983,19A05A34,perdita dalla rete,fivizzano,MOTTA,selva motta,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,590752.7001,4899020.1447,523.96,POINT (590752.7001 4899020.1447)
1622,1837550,19ODL284010,19A05A20,PERDITA DALLA RETE,FIVIZZANO,MOTTA,COMUNALE,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,590864.3935,4899112.0186,429.66,POINT (590864.3935 4899112.0186)
1639,437621,15ODL108708,25A01R16,perdita idrica,Licciana N,LICCIANA (  LA GOLETTA ),strada prov n 74 Massese,0,LICCIANA NARDI,PVC,110.0,0.0,CLOSE,iso,2015,583507.994,4902487.8987,535.12,POINT (583507.994 4902487.8987)
1649,665705,16ODL157142,10A02R08,PERDITA GIA' ESEGUITA VIA VENEZIA ANG. PIAZZA NAZ. UNITE MARINA,CARRARA,MARINA DI CARRARA,VENEZIA ANG. P.ZZA NAZIONI UNITE,0,CARRARA,PEAD,110.0,1.0,CLOSE,iso,2016,583493.4382,4876650.7193,994.06,POINT (583493.4382 4876650.7193)
1654,1084794,17ODL255113,25A01R16,perdita rete idrica in loc goletta,licciana,GOLETTA,massese,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2017,583502.1239,4902505.0238,417.69,POINT (583502.1239 4902505.0238)
1655,1127705,17ODL299814,10A02R08,PERDITA VIA MUTTINI 22 MARINA DI CARRARA (urgentissimo fondi allagati),CARRARA,MARINA DI CARRARA,VIA W.MUTTINI 22,22,CARRARA,FERRO,150.0,0.0,CLOSE,iso,2017,583508.9079,4876822.1961,832.54,POINT (583508.9079 4876822.1961)
1712,1890894,19ODL339578,19A05A22,PERDITA STRADALE,FIVIZZANO,FIVIZZANO,TRA COLLEGNAGO E FIVIZZANO,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2019,591176.5715,4899104.1012,465.05,POINT (591176.5715 4899104.1012)
1713,1891004,19ODL339612,10A09A01,PERDITA ADDUTTRICE CODENA ( si trova nel bosco Loc. bedizzano sent. Cecchini),CARRARA,BEDIZZANO NEL BOSCO,TRATTO NEL BOSCO,,CARRARA,GHISA,125.0,0.0,CLOSE,iso,2019,590488.9603,4881151.8347,886.62,POINT (590488.9603 4881151.8347)
1718,1903622,19ODL353059,07A01A02,PERDITA SU VECCHIA PREMENTE PEDONA ALL'INTERNO DEL BOSCO VISTA DA BRUNINI,CAMAIORE,PEDONA,PER PEDONA 0,,CAMAIORE,FERRO,110.0,0.0,CLOSE,iso,2019,603937.6731,4864734.3653,455.26,POINT (603937.6731 4864734.3653)
1752,2035159,20ODL106046,27A05A02,Perdita acqua addutrici carataro casette VIA COMUNALE CASETTE      lazzini,MASSA,CASETTE,VIA COMUNALE CASETTE,,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2020,593425.8033,4880907.6342,269.28,POINT (593425.8033 4880907.6342)
1754,2042421,20ODL113456,08A03A07,riparazione perdita adduttrice cannoni,camporgiano,CASCIANA,le vigne,,CAMPORGIANO,FERRO,90.0,3.0,CLOSE,iso,2020,604684.0126,4891023.478,6283.02,POINT (604684.0126 4891023.478)
1773,2111958,20ODL180997,20A01A03,PERDITA STRADALE SEGNALATA A NOSTRO PERSONALE (VIGILI),FORTE DEI MARMI,FORTE,FRANCESCO CARRARA 192,192,FORTE DEI MARMI,FIBROCEMENTO,300.0,6.0,CLOSE,iso,2020,593883.9167,4869016.8824,5027.96,POINT (593883.9167 4869016.8824)
1775,2117873,20ODL186800,31A02A05,perdita acqua adduttrice erboni do ca' VIA DELLA RESISTENZA (Cecchini) carlini,MONTIGNOSO,SAN EUSTACCHIO,DELLA RESISTENZA,,MONTIGNOSO,PEAD,90.0,0.0,CLOSE,iso,2020,594528.1795,4875722.5395,214.37,POINT (594528.1795 4875722.5395)
1776,2117878,20ODL186805,27A10A04,perdita adduttrice capannelle per san carlo VIA DEI COLLI SOTTO IL CIMITERO DI PARIANA   manfredi,MASSA,PARIANA,DEI COLLI SOTTO IL CIMITERO DI PARIANA,,MASSA,FERRO,150.0,0.0,CLOSE,iso,2020,592655.1405,4877514.4209,276.55,POINT (592655.1405 4877514.4209)
1803,442614,15ODL113967,02A01R01,perdita rete idrica in loc aulla c/o q.re matteotti,aulla,AULLA,q.re matteotti,snc,AULLA,FERRO,110.0,0.0,CLOSE,iso,2015,577421.3959,4895093.5606,248.92,POINT (577421.3959 4895093.5606)
1804,442814,15ODL114217,02A01R01,perdita rete idrica c/o proprietà calzolari loc aulla q.re matteotti,aulla,AULLA,q.re matteotti,snc,AULLA,FERRO,133.0,0.0,CLOSE,iso,2015,577498.5025,4895107.1406,499.0,POINT (577498.5025 4895107.1406)
1809,450512,15ODL122074,25A01R16,perdita idrica,LICCIANA NARDI,MONTI - LICCIANA NARDI,VIA CA'DI RECCA 88,88,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,579444.5927,4899560.3147,260.52,POINT (579444.5927 4899560.3147)
1825,2217268,20ODL284247,07A01A02,PERDITA PREMENTE PEDONA,CAMAIORE,PEDONA,PREMENTE PEDONA,,CAMAIORE,FERRO,110.0,0.0,CLOSE,iso,2020,603940.2229,4864789.0091,358.86,POINT (603940.2229 4864789.0091)
1826,2217749,20ODL284723,19A17A82,PERDITA STRADALE con sost. tratto tubazione,FIVIZZANO,MONZONE,DELLA CAVE NEI PRESSI DEL PONTE S. LUCIA,00,FIVIZZANO,PEAD,90.0,0.0,CLOSE,iso,2020,590447.7841,4890551.2259,1193.63,POINT (590447.7841 4890551.2259)
1829,2229235,20ODL296001,28A01A21,Perdita segnalata prot. 37551 del 01/07/2020 DN250 pedemontana,Massarosa,PIAN DEL QUERCIONE,dei Pastori,0,MASSAROSA,ACCIAIO,250.0,0.0,CLOSE,iso,2020,606361.705,4858817.8928,768.48,POINT (606361.705 4858817.8928)
1831,2235485,20ODL302189,14A01A26,PERDITA STRADALE,comano,COMANO,croce,,COMANO,PEAD,90.0,0.0,CLOSE,iso,2020,590547.3344,4905510.4391,582.06,POINT (590547.3344 4905510.4391)
1832,2236139,20ODL302798,14A01A14,perdita su adduttrice,comano,CAMPORAGHENA,camporaghena,,COMANO,FERRO,90.0,0.0,CLOSE,iso,2020,593392.0757,4906143.586,859.07,POINT (593392.0757 4906143.586)
1841,2269504,20ODL335589,27A06A16,Perdita acqua dalla rete VIOTTOLO BRUGIANA C/= SERBATOIO BRUGIANA   beni,MASSA,BRUGIANA,VIOTTOLO BRUGIANA C/O SERBATOIO BRUGIANA,,MASSA,ACCIAIO,100.0,0.0,CLOSE,iso,2020,592039.5847,4878660.1095,242.65,POINT (592039.5847 4878660.1095)
1848,459096,15ODL130866,25A03R43,perdita idrica,Licciana N,TERRAROSSA,Camposagna,0,LICCIANA NARDI,PEAD,90.0,0.0,CLOSE,iso,2015,576586.0771,4898349.2529,260.52,POINT (576586.0771 4898349.2529)
1853,463228,15ODL135119,51A01R01,Perdita acqua dalla rete,VILLAFRANCA IN LUNIGIANA,MOCRONE,VIA LA MONTADA 0,,VILLAFRANCA IN LUNIGIANA,FERRO,220.0,0.0,CLOSE,iso,2015,577182.2076,4907160.9521,364.2,POINT (577182.2076 4907160.9521)
1882,2292074,20ODL357794,11A06A33,Perdita acqua dalla rete,CASOLA IN LUNIGIANA,CASOLA IN LUNIGIANA,MONTEFIORE 0,,CASOLA IN LUNIGIANA,FERRO,90.0,0.0,CLOSE,iso,2020,595845.674,4896684.8902,219.94,POINT (595845.674 4896684.8902)
1883,2297229,20ODL362896,27A05A02,Perdita acqua dalla rete VIA COMUNALE CASETTE 95   beni,MASSA,CASETTE,VIA COMUNALE CASETTE 95,95,MASSA,FERRO,100.0,0.0,CLOSE,iso,2020,593596.0707,4880320.7632,362.8,POINT (593596.0707 4880320.7632)
1943,2374162,20ODL438763,20A01A04,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA FRANCESCO CARRARA,,FORTE DEI MARMI,FIBROCEMENTO,300.0,12.0,CLOSE,iso,2020,593551.9179,4869502.5543,5246.11,POINT (593551.9179 4869502.5543)
1955,2421408,21ODL112293,35A98A02,PERDITA INTERNA CAMPO POZZI MARCHETTI PIETRASANTA,PIETRASANTA,PIETRASANTA,MARCHETTI,,PIETRASANTA,GHISA,160.0,0.0,CLOSE,iso,2021,599227.0226,4866532.0955,387.87,POINT (599227.0226 4866532.0955)
1957,2427049,21ODL117845,27A05A02,perdita acqua dalla rete VIA C. CASETTE prima della galleria soppra strada     del monte,MASSA,CASETTE,VIA C. CASETTE prima della galleria sopra strada,,MASSA,FERRO,100.0,0.0,CLOSE,iso,2021,593509.0331,4880382.2609,80.7,POINT (593509.0331 4880382.2609)
1969,2470279,21ODL160412,07A01A02,PERDITA NEL BOSCO PREMENTE DI PEDONA (PIERUCCIONI),CAMAIORE,PEDONA,LUCCHESI,,CAMAIORE,FERRO,110.0,0.0,CLOSE,iso,2021,603957.8346,4864835.8938,363.23,POINT (603957.8346 4864835.8938)
1971,2481290,21ODL171284,11A06A33,PERDITA STRADALE,CASOLA LUNIGIANA,MONTEFIORE,C/O DEPOSITO,,CASOLA IN LUNIGIANA,FERRO,90.0,0.0,CLOSE,iso,2021,596098.1769,4896510.8368,287.15,POINT (596098.1769 4896510.8368)
1974,2494334,21ODL183942,19A05A34,PERDITA STRADALE,FIVIZZANO,SELVA DI COLLEGNAGO,SELVA DI COLLEGNAGO,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2021,592146.9241,4898982.5042,287.15,POINT (592146.9241 4898982.5042)
1975,2494336,21ODL183944,19A05A34,PERDITA STRADALE,FIVIZZANO,SELVA DI COLLEGNAGO,SELVA DI COLLEGNAGO,,FIVIZZANO,PEAD,110.0,0.0,CLOSE,iso,2021,592150.0413,4898969.606,569.82,POINT (592150.0413 4898969.606)
